Tract,Pct_Moved_In_County,Pct_Moved_Diff_County,Pct_Moved_Diff_State,Pct_Moved_Intl
535400,4.6,0.3,0,0
535501,5,0,0,0.6
535502,18.6,0.3,0,0.5
535503,9.3,0.6,0,0
535603,6.6,0,0,0
535604,10.7,0,0.3,0.2
535605,7.1,0,0,2.3
535606,9.9,0.1,0,0
535607,7.4,0,0,0
535701,6.2,0.3,0.2,0.9
535702,2.8,0.7,0,0
535802,4.9,0.4,0,0.7
535803,4.7,0.3,0,0.2
535804,9.1,1.1,0,0.2
535901,8.1,0,0,0
535902,8.2,1.3,0,0.6
536000,4.6,0.3,0,0
536102,12.4,2.2,0,0
536103,4.9,0.5,0,0
536104,13.1,2.5,0,0.9
536200,6.8,0.6,0.3,0.2
540000,6,0.2,0,0
540101,3.3,0.9,0,0
540102,5.2,0.3,0.5,0.2
540201,9.3,0,0.7,0.3
540202,13,1.2,0,2.3
540203,6.1,0.8,0.1,0.5
540300,1,0,0,0
540400,6.1,0,0.2,0.4
540501,17.7,2.3,0.6,0
540502,13.1,0.5,0.6,0.8
540600,14.1,1.8,0,0
540700,6.5,0.3,0,0.3
540800,6.8,0.6,0.2,0
540901,10,0.1,0.7,0.7
540902,13.6,0.1,0,0
541001,3,0,0.9,0
541002,7.5,1,1.2,0.8
541100,1.6,1,0.6,0
541200,4.9,0.1,0.4,0.3
541300,6.6,1.3,0.5,0.4
541400,4.6,2,0.1,0
541500,5,0,0,0
541603,7,2.2,0,1.1
541604,8.1,0.1,0,0
541605,8.5,0.4,0,0
541606,4.8,0.5,0.5,0.4
541700,5.4,0,0,0.2
541801,9.8,0,0.4,0
541802,5.3,0.7,0,0
542000,2.4,0,0.6,0
542103,6.1,0.2,0.2,0
542104,7,1.2,0,0
542105,9.2,0,0,0.3
542106,4.4,0,0.1,1.7
542200,9.5,0,0,0.1
542401,1.8,2.9,1.5,0
542402,7.8,0,0,0.7
542501,12.3,0,0,0
542502,8.1,0,0.3,0
542601,4,0.1,0,0.3
542602,7.8,0.8,0,0.5
542700,8.7,0.6,0.6,0.3
542800,1.9,1,0,0
542900,3.3,0,0,0
543000,3,0.7,0.2,0
543100,5.1,0.4,0,0.3
543201,14.2,0.2,0.1,0.2
543202,10.3,0.9,0,0.2
543304,4.5,0.2,0.4,0
543305,9.3,0,0,0
543306,5.1,0.5,1,1.4
543321,3.5,0.3,0,0.3
543322,3.8,1.8,0.7,0.4
543400,6.1,0.1,0.5,0.3
543501,11.8,0.3,0.2,0
543502,3.7,0,0.5,0.5
543503,18.5,0,0.5,0
543601,9.9,0,0.2,0
543602,10.7,0.1,0.7,1.1
543603,3.2,2.2,0.6,0.4
543604,4.8,0,0,1.6
543701,3.6,0,1,0.5
543702,9.9,0.6,0.2,3.1
543703,6.9,0.6,0,1.2
543801,8.8,0.4,0.3,0.2
543802,8.7,0,0,1.1
543903,2.9,0.5,0,0.3
543905,11.6,0.5,0,0
544001,2,1.6,0.7,0.1
544002,5.4,0,1.1,0.1
550000,11.2,13,0.4,0.3
550100,4.1,0.1,0,0.2
550201,4.1,0.4,0,1
550202,2.2,2.3,0,0.4
550300,3.6,2,0.9,0.6
550400,7.3,0.5,0,0
550500,9.3,0.7,1.1,1.1
550601,9,0.1,0,0
550602,7.1,0.8,0,0
550700,6,1.1,0,0.6
550800,7.3,0,0,0
550901,8.4,0.5,1,0
550902,6.8,1.8,0.3,0.5
551000,4.3,0,0.1,1
551101,8.3,0.2,0.7,0.3
551102,10.6,1.7,0.6,0.2
551201,6.1,1,0,0.5
551202,9.7,0.5,0,0.5
551300,11.7,1.4,0,0
551401,3,4.7,0,1.6
551402,6.1,1.8,0,0.8
551501,5.2,0.4,0,0.4
551502,8.5,0.2,0,0
551600,61.3,0,0,0
551700,3.3,0,0.5,0.2
551800,9,0.2,0.2,1.1
551900,3.5,2.4,0.2,0.6
552001,3.4,1,0,0
552002,8,0.4,0.2,0.2
552100,6.7,1.1,0,0.3
552200,5,0.2,0.3,0.2
552301,8.6,0.5,1.2,0
552302,8.1,1.6,0,0
552400,3.2,1.6,0,0
552601,2.2,4.5,0,0
552602,3.7,0.5,0.3,0.9
552700,9.2,1.5,0,0
552800,10.3,0.7,0,0.5
552900,1.1,0.5,0,0.2
553000,1.5,0,0,0.3
553100,5.5,0.4,0,0.8
553200,4.2,1.9,0.6,0
553300,3.7,3.9,0,0.2
553400,4.5,0.3,0,0
553502,5.5,0.3,1.1,1.1
553503,5.2,0.2,0.5,0.6
553504,13.7,0,0,0
553601,9.4,0,0,0.3
553602,13,0.2,0,0.6
553701,7.4,0.1,0,0
553702,5.2,0,0,1.1
553801,6.7,3.2,0,0.2
553802,10.2,0.5,0.2,0.5
553901,6.9,0.3,0,0.4
553902,6.6,1.3,0.2,0.5
554001,2.7,0,0.3,0.7
554002,3.2,0.3,0.7,1.4
554101,6.8,0,0,0
554103,2.6,0,0,4.1
554104,4.8,0.8,0.2,0.2
554105,12.2,3.3,0.2,3.4
554201,8.3,0.3,0.4,1
554203,12.3,0.9,0.2,0
554204,8.3,0.3,0,0.8
554301,3.4,1.3,0.4,3.7
554302,10.4,1.3,0,0.2
554403,7,2.1,1,0
554404,7.3,1.2,0.5,0
554405,5.8,1.4,0,0
554406,5.2,2.9,1.5,0.5
554511,2.5,0.9,0,0.2
554512,6.5,1,0.2,0.7
554513,4.7,2.8,0.6,0.3
554514,2.9,0,0.5,1
554515,1.4,2.8,0.6,0.5
554516,2.9,0.9,1,0.9
554517,5.5,1.6,4.8,2.3
554518,1.8,2.1,1.4,0.2
554519,3.7,0.8,1.5,1.6
554521,8.1,1.2,0.1,0.8
554522,0.8,0.8,0.6,1.5
554600,0.7,0.5,0.3,0.4
554700,3.4,0.6,0.1,0.8
554801,4.3,0.1,0.2,0.5
554802,8.6,2,0.1,0.3
554900,4.1,0.7,2.6,0.3
555001,7.9,0.9,1.9,0.8
555002,11.1,3.6,0,0.2
555102,6.6,0.9,1.3,1.9
555103,11.5,3.3,0.4,0
555104,7.6,0,0,0.6
555202,1.5,2.2,0,0
555211,8.2,2.9,0,0
555212,5.8,1.2,0,0.6
570001,4.6,0.3,0.1,0.1
570002,6.5,0,0.4,0
570003,10,1.1,0.9,0.5
570100,8.9,0.3,0.3,0
570202,9.3,0,0,0
570203,11.2,1.4,1,0
570204,7.3,2,0,0
570301,11.5,1.5,0.2,0.8
570303,5.3,0,0,0.3
570304,11.3,1.1,0.7,1.6
570402,7.9,0.2,0.2,0.2
570403,4.8,0.4,0,0
570404,6.3,0.3,0.1,0.6
570501,16.7,0.3,0.3,0.4
570502,11.6,0.1,0.2,0.4
570601,6.4,1,0,0
570602,8.5,0.5,0,0
570603,11.9,0.6,0.2,0
570701,4.8,0.8,0,0.9
570702,6.5,1.1,0,0
570800,14.3,2.1,1.7,1
570901,3.3,0.7,0.3,0
570902,3.3,0,0,0
571000,5.5,0.6,0.2,0
571101,4.2,1.6,0.8,0.3
571102,10.5,0.2,0.3,0.2
571200,8.5,0.6,1.1,1
571300,2.2,1.3,1.3,0
571400,5.6,2.3,0.7,0
571502,8.1,1.7,2.3,0.2
571503,12.5,1.3,0,0
571504,10,0.3,1.7,0.5
571600,9.7,0,0,0
571701,11.5,0.9,1.2,0
571703,13.9,0.2,0.5,0
571704,7.5,1,0.4,0.3
571800,7.4,0.5,0.5,0.8
571900,8.6,1.3,0,0
572001,6.6,0.4,0.4,0.3
572002,9.7,1.6,1.3,0.2
572100,7.8,0,1.8,0
572201,4.9,0.6,0,1.5
572202,6.7,0.7,1,0
572301,12.3,0.1,0.8,0.8
572302,4.5,0.7,0.4,1.7
572400,11.1,0.6,0,0
572500,11,0,0,0.2
572600,12.5,2.4,0,0.6
572700,3.6,0,0.5,0
572800,18.3,4.4,1.8,0.5
572900,9,0.8,0,0.3
573002,11,0.7,0,1.8
573003,12.4,0.3,0.6,0.8
573004,17.2,0.5,2,0
573100,17.9,1.6,1.1,0.9
573201,6.1,0.5,0.2,0
573202,5.2,0.2,0.2,0.5
573300,5.4,0.2,0.2,0
573401,14,0,0,0
573402,7,1,0.3,0.2
573403,9.1,0.3,0,1.1
573601,3,0.9,0.2,0
573700,3.2,2.2,0.5,0
573800,2.2,1.2,2,1.1
573902,4,1.3,2.9,0
574000,4.4,1.6,0.6,1.3
574100,6.6,1,0,0
574201,2.4,3.1,0,1.2
574202,7.4,2.7,0.5,0.6
574300,12.5,3.9,0,0
574400,3.4,1.9,0,0.2
574500,3.6,2,0.7,0
574601,23.8,26.7,4,3.2
574602,9.6,0.6,0.5,0.6
574700,32.9,16.8,1.4,0
574800,4.7,2.4,2.9,2
574901,2.5,2.3,0,0.1
574902,14.5,6.3,1.9,6.9
575001,14.9,1.5,1.9,0.4
575002,6.9,2,0.5,0.6
575101,7.4,1.1,0.4,0.9
575102,6.3,0,0.6,0
575103,16.7,0.4,1,0
575201,9.6,0.3,0.6,0
575202,9.1,0.9,0,0.3
575300,10.6,0.3,0,0.9
575401,13.1,0.8,1.6,3.2
575402,16.2,0.2,0.4,1
575500,0,0,0,0
575801,10.5,0.8,0,0
575802,14.6,0.5,0.6,0.4
575803,8.7,0.5,0.6,0.4
575901,13,2.4,0.5,0.9
575902,20.5,6.4,0.9,0.3
576001,20.3,7.8,10.3,0
576200,14.4,2.7,1.6,1.1
576301,13.3,4,1.7,0.3
576302,7.6,0.7,0.1,0
576401,2.5,0,1.1,0.7
576402,8.9,1.7,0.3,0.5
576403,12.4,1.2,0.2,0
576501,11.1,2.4,0.9,0
576502,10,4.5,1.9,0.2
576503,11.4,1,2,0.3
576601,8.6,4.2,1.9,2.5
576602,13,7.7,6.1,0.2
576700,8.4,3.5,1.4,1
576801,10.8,0.4,1.6,0
576802,6.9,0.9,1.5,0.2
576901,5.4,1.5,0.9,0
576903,10.9,1.3,0.3,0
576904,7.8,2,0.3,0
577000,12.2,3.9,2.3,0.4
577100,10.4,5.5,0.7,0
577200,12.9,3.6,2.1,0
577300,14.9,6.8,3.9,0.7
577400,8.5,3.4,4,0.4
577501,6.1,1.5,1,0.7
577504,8.3,2,1.9,1
577602,6.6,5.7,1.2,1.6
577603,9.7,1.8,0.2,0.4
577604,14.1,1.7,1.3,0.3
599000,13.6,0,1.1,0
599100,3.7,7.9,1.8,0
600100,11.1,0.5,0.6,0.2
600201,14.2,1,0,0
600202,8.8,0.4,0.4,0
600302,4.5,0,0,0
600303,13,0,0,0
600304,7.2,0.3,0.2,0
600400,11.7,0.7,0,0
600501,8.2,0.5,0,1.5
600502,2.9,0.3,0.8,0
600601,10.2,0.3,0.2,0.2
600602,11.9,0.4,0.8,0.5
600702,5.8,0.6,1.2,0
600703,3.8,0.8,0,0
600704,5.5,1,0.3,0
600801,1.2,0,0,0
600802,11.2,1.5,0,0.3
600902,10.9,0.6,0,0.3
600911,9.7,0,0,0.4
600912,7.9,0.2,0,0
601001,6.5,0,0,0.1
601002,15.9,0,0,0
601100,18.2,0.9,0.4,1.6
601202,9.2,0.4,0.2,0
601211,4.7,2.3,1.7,0
601212,9.6,0,0,0.7
601301,11.9,1.1,0.2,0.3
601302,18.4,2.3,2,0.2
601303,9.4,0.3,1,0
601401,8.5,1,0.9,0.1
601402,3.1,0.3,0.2,0
601501,13.4,0,0.2,0
601502,7.7,1,0.2,0
601600,12,0,0,0
601700,6,0,0,0
601801,9.5,0,0,0
601802,6.7,0.4,0,0.5
601900,5.7,0,0.5,0.4
602002,10.2,0,0,0.3
602003,14,0,0,0
602004,4.2,0,0,0
602103,10,0,0.3,0
602104,15.6,0.2,0,0
602105,7,0,0,0.2
602106,9.9,0,0.9,0.8
602200,17.7,0,2.2,1
602301,7.6,0.3,0.3,0.4
602302,11.3,0,1.8,0
602402,13.8,0,0.7,0.2
602403,6.9,0.3,0.3,1.9
602404,15.4,0.4,0.1,0.6
602504,15.4,2.9,1.1,3.1
602505,14.9,1.1,0.5,0.6
602506,11.3,0.5,0,0.4
602507,10.7,0.9,2,0.4
602508,12.1,1.2,1.9,2.5
602509,12.9,0.2,1.6,0
602600,6.8,0.8,0,0.7
602700,4.2,0.7,0.7,0
602801,5.5,0.4,0.7,0
602802,3.4,0.6,1.6,0.2
602900,10.5,1,0,0.6
603001,6.8,0.6,0.3,0.7
603004,6.2,0,0.6,2.7
603005,11.2,0,3.1,0.7
603006,16,0,0,1.5
603101,18.1,0.2,0.6,0.4
603102,6.2,0,0.6,0
603200,6.2,1.3,3.4,0.8
603301,12.2,0.2,1,1
603302,5.4,0.2,0,0.8
603400,5.1,0,0.2,0.2
603500,6.2,0.1,0.3,0.2
603600,9.2,0.7,0.2,0.2
603702,4.1,0.6,1.3,0.2
603703,5.6,0,0.1,0.6
603704,14.5,0,1.4,0
603801,14.2,0.2,1,0
603802,5.8,0.9,0,0.5
603900,7.6,0,0.2,0
604001,8.6,0.5,0.2,0.2
604002,12.1,1.2,0.7,0.2
604100,5.8,0,0.9,0.4
609900,10.2,2.3,0.2,0
620001,6.4,1.5,2,0.5
620002,10.3,3.4,3.8,1.8
620101,2.8,0.6,0.6,0.9
620102,9.9,3.6,3,0
620201,15.9,1.4,0.9,0
620301,8,1.9,0,0
620303,5.7,0,2.7,0.2
620305,8.7,0.3,1.2,0
620400,9.9,0.4,2.1,0
620501,15.1,0.9,1.6,2
620521,8.9,0.8,1.8,0
620522,9.3,0.4,3.5,1.6
620601,10,1.1,2.4,0.3
620602,9.3,1.5,1.7,0.2
620701,10.2,0.7,2.7,0
620702,8.9,1.4,3.4,0
620800,7.1,1.2,1.4,0.6
620901,3.6,0.2,2.8,2.1
620904,9.9,3.6,3.4,2.1
621001,10.4,1.6,2,0
621002,6.3,0.5,2,0.5
621004,10.4,0.4,3.2,0
621102,9.9,1.4,3.4,0
621104,19.5,2.4,10.7,0.6
621201,12.1,0.5,2.6,0.6
621204,15.9,3.7,7.1,3.5
621301,9.3,0.7,2.7,0.3
621324,8.4,0.7,9.3,2
621326,8.8,2.6,2.8,1.2
621400,7.4,1.2,2.1,2.6
650001,1.8,0.2,4.2,2.1
650003,11.7,1.4,1.1,0.7
650004,11.6,0.7,0.4,1.4
650101,14.1,0,1.8,1.3
650102,4.8,0.8,1.1,0
650200,5.3,0.7,2.2,1
650300,5.7,1.6,1.8,1
650401,6.5,0.3,2.6,1
650501,2.3,0,1.3,0.5
650502,6.1,0.2,3.1,1
650602,12.2,0.3,0.1,5.5
650603,11.5,0.4,0.2,0.6
650604,12,1.4,4.6,8.4
650605,11.4,2.3,2.4,7.2
650701,6.8,0.8,1.2,0.2
650702,4.7,3,0,0.8
650800,7.5,0.3,0.5,2.5
650901,4.6,0.5,1,0
650902,15.1,1.4,0.4,0.4
651001,5.1,0.5,0.7,0
651002,7.3,1.1,0.5,1
651101,11.3,1.2,0.7,0.5
651102,4.3,1.1,1.6,0
651201,8.3,0,0.2,0.7
651221,9.7,1.1,0.1,2
651222,8.1,0,3.3,1.8
651302,9.2,0,2.9,0
651304,4.8,1.1,2.6,1.2
651401,8,1,0.8,0.3
651402,6.9,0,2.9,2
670001,4.2,0,0.2,0.9
670002,10.1,0.6,1.7,0.3
670003,7.9,2.8,0.2,0.2
670100,15.8,0,2.5,0.2
670201,12.4,0,2.3,0
670202,6.1,0.5,1.3,0
670324,7.4,0,2.6,0.4
670326,7.5,0.3,1.1,3.3
670328,4.5,0.2,2.3,0.9
670403,8.4,0.6,1.9,0.7
670405,2.1,2.1,1.5,0
670406,3.6,1.3,2.3,0.5
670407,4.7,0,3,3.7
670411,8.7,0.8,0,2.2
670413,6.4,1.2,0.5,2.7
670416,4.3,0.5,1.3,5.9
670500,8.8,0.5,0.4,0.5
670602,8.1,2.8,1.9,1.1
670701,5.3,0.8,0.4,1
670702,2.6,0.3,0,0.4
700101,17.5,1.5,1.4,1.3
700102,4.8,0,2,0
700200,13.3,1.4,3.6,0.8
700300,12.7,0.5,3.3,4
700400,12.1,0.3,3.3,0.8
700501,6.7,0,1.1,0.9
700502,9.4,0,6.2,1.5
700600,1.6,0.3,2.5,1.4
700700,7,0,0.5,0
700801,12.4,0,4.2,1.8
700802,12.3,0.2,5.9,0
700901,5.2,0.6,2.3,1.4
700902,10.5,2.4,4.6,4.8
701000,12.9,0.2,1.5,1.1
701100,37,8.2,8.3,0
701201,5.2,1.3,1.2,1.9
701202,11.2,0.9,2.7,0.6
701302,12.6,2.4,3.1,1.4
701304,9.2,2.6,1.3,0
701402,8,1.1,3.4,1.8
701501,12.8,0.7,2.7,1.7
701502,13.7,1.5,4.2,3.2
701601,7.3,3.7,2.3,1.1
701602,5,1,2.8,0
701701,8,0.4,4.4,2.4
701702,20.2,3.2,3.6,1.6
701801,12.7,1.2,3.1,3.1
701802,14.6,2.7,1.6,2
701902,17.7,5.5,8.6,3.6
702002,11.7,4,1.9,0.3
702102,16.2,2.4,0.5,0.5
702201,10,0.6,5.8,1.3
702202,8.1,1.4,1.9,1.1
702300,12.2,1.5,1.6,0.1
702400,9.5,2.5,3.5,0.8
702501,5.8,0.7,1.2,0.6
702502,14.3,0,0.4,0
702600,10.2,0.4,0,0.4
702700,3.1,0.5,0,0
702801,9.1,0,3.2,1
702802,14.1,2.1,1.3,0.3
702803,13.9,0.1,2.1,4.2
702901,17.8,2.8,2.6,2.1
703001,8.1,1.7,3.8,1.5
703002,4.3,0.4,0.5,0.3
703100,7.7,0.4,0.6,0.3
703200,8.1,1,0.6,0
800101,8.2,2.8,1.3,0.4
800102,8.1,0.3,1.1,0.4
800202,3.5,0,0,2.8
800203,10.1,3.7,3,4.4
800204,5.1,3.4,5,0.9
800324,8.8,5.9,0,0.4
800325,8,2.8,2.3,0.5
800326,7.8,2.3,0.8,0.9
800327,7.2,1.5,8.7,0
800328,9.8,2.6,0,3.4
800329,12.8,1.6,1.8,2.4
800330,16.2,1.6,1.5,1
800331,13.2,6,0,0
800332,5,0,0.5,0
800406,13.2,1.7,2,1.3
800408,11.3,0.6,1.3,0.2
800410,28.2,10.5,8.8,6.1
800504,13,0.5,0.5,1.7
800506,7.1,1.1,2.4,0
900102,4,0.5,0,0
900103,1.5,1.1,0.1,0
900104,8.8,2.8,0.2,0
900201,2.7,1,0.3,0.6
900300,4.9,3.5,2.8,1.6
900501,4.8,1.2,0.3,0.2
900504,2.9,0.2,0.7,0.5
900505,5.6,0,0,0
900506,2.1,1,0.6,0
900507,5.4,0.6,0,0
900508,4.7,0.3,0,0
900602,1.3,0.2,0,0
900605,4.9,0,0.2,0
900606,5.3,0,0.1,0.2
900607,4.7,0,0,1.4
900608,8.5,0.6,0.5,0.5
900609,3.2,0.7,0,0.2
900701,5.3,1.1,0.7,0.2
900703,12.5,1.3,0.3,0
900704,12.2,0.5,3.3,0.8
900705,16.6,1.7,1.4,0.3
900803,2.5,0.2,0.7,0.7
900804,6.4,0.1,1.4,0
900805,11,1.3,2,0.6
900806,9,1.6,0.2,0.8
900900,3.4,0.8,0.6,0.3
901003,14.1,19.3,0.8,1.1
901004,6.6,0.7,1,0.3
901007,9.8,0.6,1.2,2.3
901008,3.2,0.8,1,0
901009,8.6,0,0.6,0
901010,4.7,0.6,0.5,0
901011,9.1,1,1.2,0.2
901101,6.5,1,2.5,0
901102,6.8,0.7,0.6,0
901205,7.4,0,0.7,0.4
901209,2.6,1.2,0.6,0.6
901210,2.1,0.3,1.7,0
901213,13.8,0.6,1.7,0
910001,3,0.2,0.3,0.8
910002,17.1,0,0.6,0.3
910101,16.5,0.4,0,0.9
910201,10.7,0,0,0
910202,4.3,2,1.6,0
910205,4,0,0,0
910206,9.2,2.7,1,0
910207,5.4,2.1,0.1,0.7
910208,8,0.6,0.2,1.1
910209,11.6,0.2,0.9,0.7
910210,12.7,7,0.7,0
910301,5.3,1.1,0.5,0.3
910302,11.7,0.9,0,0.3
910401,8,1.9,1.1,0.2
910402,14.8,0.5,0.8,0
910403,22,0,0.8,0
910404,10,0.4,0,0.3
910501,20.3,5.2,0.5,0
910502,4.8,0,0,0.3
910504,5.2,0.8,0,0
910505,11.8,0,0.3,0
910601,12.9,1.8,0,0.1
910602,16.8,0.4,0.3,0.5
910603,8.3,0.7,0.3,0
910605,13.8,0,0,0.3
910606,15,0.7,1.3,0
910705,6.6,0.1,0.5,0.1
910706,7.8,1,0.4,0.6
910707,8.4,1.7,0.7,0
910709,10.6,0.5,0.5,0
910711,10.2,0.9,0,0.2
910712,8.2,1.2,0,0
910713,10.4,0.2,0.8,0.2
910714,14.2,0,0.7,0
910715,14.7,0.2,0,0
910716,9.1,0.1,0.7,0.1
910804,5.1,1,1.5,0
910805,7,2.2,0,0.2
910807,7.8,1.4,0.2,0.7
910808,6.5,0,0,0.5
910809,3.6,0.8,0,0.9
910810,4.9,0,0.8,1.1
910811,2,4.6,0.7,0
910812,2.6,2.9,0,0
910813,7,1.6,2.2,0
911001,2.6,0.4,0.8,0
920011,15.3,5.8,0,2.9
920012,4.1,1.9,0,0
920013,5.7,0,0.1,0
920015,9,0.9,1.2,0.7
920016,12.6,0,0.7,0
920017,9.3,0.7,0.2,0.5
920018,2.5,1.5,0,0
920020,3.2,4.5,0,1.7
920023,11.2,0.2,0.4,0.1
920026,5.1,1.3,0,0
920028,9.5,0.2,2.7,0.5
920029,8.2,0.7,0.9,1
920030,16.9,2,0.5,0
920031,11.4,0.2,0,0
920032,9.2,1.2,0.7,0
920033,7.5,5.4,1,0
920034,9.3,1,0,0.2
920035,8.8,1.1,0.5,0
920036,11.2,0.6,1.7,0.4
920037,14.6,0.2,0.7,0
920038,16.2,0.5,1,1.2
920039,8.9,1.5,1.3,0
920040,8.8,3.5,0.4,0
920041,30.5,3.1,1.8,0
920042,14,1,1.2,0
920043,7.1,0,1.1,3.2
920044,6.6,1.3,0.7,0.3
920045,1.8,0.3,0,0.3
920102,14.7,0,1.4,0
920104,7.2,1.5,0.7,0
920106,8.2,0.9,0.3,0.7
920107,11.8,0.6,2.1,0.4
920108,10.5,1.7,1.4,0.8
920109,16.8,1.1,1.6,1.4
920110,12.2,1,1.2,0.3
920111,6.2,0,1.1,0
920112,8.6,0,0.3,0
920114,23.2,2.4,4.5,2
920115,12.7,0.8,0.5,1
920116,5,0.3,1.1,0.3
920118,3.2,0,4,0
920119,4.9,0,0.5,0
920200,61.2,4.4,1.2,0.1
920303,7.6,5.1,0.3,0
920312,7.2,1.7,1.7,1.2
920313,8.2,0.3,0.8,0.1
920314,12.7,0.1,0.5,0.2
920322,6.7,0,0.6,0
920326,11.5,1.7,1.1,0.3
920328,13.6,1,2.6,6
920329,5.5,0.7,1.1,0
920330,8.5,0.1,5,2.1
920331,6.1,1.2,0,0.8
920332,10.3,6.5,4.5,1.2
920334,15.9,1.3,1.7,0.6
920336,13.8,1.6,0.1,1.9
920337,20.4,1.7,3.3,0
920338,9.8,1.3,0.8,0.8
920339,7.5,1.5,3.4,0.4
930101,0,0,0,0
930200,6.6,0,2.7,0
930301,17.5,13.9,1.7,0
980001,-,-,-,-
980002,-,-,-,-
980003,-,-,-,-
980004,-,-,-,-
980005,-,-,-,-
980006,-,-,-,-
980007,-,-,-,-
980008,7.2,0,0,0
980009,40,20,0,20
980010,8.3,0.8,0,30.8
980013,-,-,-,-
980014,-,-,-,-
980015,33.1,0,1.9,3.9
980018,-,-,-,-
980019,20.4,0,0,0
980020,-,-,-,-
980021,0,0,0,0
980022,-,-,-,-
980023,-,-,-,-
980024,38.8,0,0,0
980025,-,-,-,-
980026,61.5,0,0,0
980028,-,-,-,-
980030,-,-,-,-
980031,11.6,2.4,10.9,2.3
980033,0,0,0,0
990100,-,-,-,-
990200,-,-,-,-
990300,-,-,-,-
