Tract,Pct_Married,Pct_Widowed,Pct_Divorced,Pct_Separated,Pct_Never_Married
574500,53.7,8.9,6.9,2.6,27.9
574601,0.3,0,0.1,0,99.6
574602,49.8,11.5,10.8,0,27.9
574700,27.3,1.4,18.9,2.8,49.7
574800,41.5,6.3,15.7,1.6,34.9
574901,53,3.3,9.1,1.4,33.2
574902,21.4,1.2,8.1,1.6,67.7
575001,35.2,4,11.6,1.6,47.6
575002,33.7,4.3,15.1,1.1,45.8
575101,39.6,2.3,11.9,2.5,43.7
575102,38,3.9,9.4,2.7,46
575103,29.3,1.7,7.3,3.1,58.5
575201,40.5,4,5,5,45.5
575202,34.5,5.1,8,3,49.5
575300,34.2,5.7,6.9,4.5,48.8
575401,35.2,4.3,6.1,3.1,51.3
575402,31.4,2.9,7.9,5,52.8
575500,20.5,46.2,0,0,33.3
575801,33.2,0.8,7.6,6.7,51.7
575802,30.5,3.5,6,3.4,56.5
575803,32,10.6,17.6,4.2,35.6
575901,27.5,1.4,12.1,1.8,57.1
575902,27.5,1.7,11.2,1.5,58.1
576001,35.5,3,19,2.5,40.1
576200,27.5,2.7,9.8,4.2,55.8
576301,36,4.8,11.8,6,41.4
576302,31.5,5,7,6.1,50.4
576401,33.2,8.5,7.6,3.3,47.5
576402,38.4,2.8,4.3,4.1,50.4
576403,27.3,4.3,6.2,5,57.1
576501,28.6,4.3,10.7,8.2,48.2
576502,28.2,1.4,9.2,2.1,59.1
576503,25.8,2.9,11.9,2,57.4
576601,37.9,4.3,11.3,1.5,45
576602,35,3.1,8.4,4.2,49.3
576700,32.9,6.6,18.5,3.2,38.7
576801,27.9,4.4,9.2,0.4,58.1
576802,30.2,4.1,12.3,2.4,51
576901,30.2,3,5.8,2.4,58.7
576903,31.5,2.4,6.7,2.1,57.4
576904,37.9,0.9,8.7,4.5,48
577000,26.3,1.7,13.2,3.2,55.5
577100,37.7,3.5,11.1,4.2,43.6
577200,30.3,2.7,17.5,2.6,46.8
577300,30.2,3,10.9,0.7,55.2
577400,37.8,1.2,15.3,1.8,43.9
577501,44.7,8.1,16.1,0.6,30.5
577504,36.4,4.3,20.9,0.8,37.6
577602,58.9,4.4,12.7,0,24
577603,51.3,4.6,12,0.2,31.9
577604,54.5,5.7,17.6,0.7,21.5
599000,47.8,5.1,12.1,1.8,33.1
599100,29,0,8.5,0.3,62.3
600100,30.4,6.1,10.3,3.5,49.5
600201,27.5,4.9,12.8,3.6,51.2
600202,25.5,6.1,9.8,2.2,56.4
600302,34,6.2,11.5,3.8,44.5
600303,25.1,3.6,4.1,5.4,61.8
600304,38.8,3.6,6.9,4.1,46.7
600400,29.1,5.9,9,4.4,51.5
600501,34.5,4.2,14.4,3.9,43
600502,48.3,6.6,7.3,3.6,34.1
600601,32.1,7.7,12.5,3.9,43.8
600602,28.4,0.9,5.4,2.9,62.4
600702,32.8,5.1,12.8,2.9,46.4
600703,28.4,11.9,17.4,1.3,40.9
600704,38.2,10.9,10.2,1.1,39.5
600801,36.9,8.2,13.7,2.8,38.4
600802,32.9,3.4,18.8,0.7,44.2
600902,29.6,4.8,14.7,1.2,49.7
600911,45.9,3.3,8.2,1.3,41.3
600912,33.4,4.1,4.9,5.4,52.1
601001,27.5,15.2,20.1,4,33.3
601002,25.6,7.6,13,2.9,50.9
601100,28.9,5.1,9.1,4.8,52
601202,48.1,1.9,3.6,2.4,44
601211,29.9,9.4,12.2,3.1,45.4
601212,36.9,4.5,7.5,6.7,44.3
601301,40.5,5.3,14.4,1.7,38
601302,29.8,3.5,15.6,3,48.1
601303,26.3,5.1,17.2,3.3,48
601401,23.1,6.5,18.3,2.9,49.3
601402,41.3,5.7,5.2,3.7,44.1
601501,43.8,3.6,2.8,6.9,42.9
601502,45.1,1.6,2.6,1.9,48.8
601600,35.7,3.5,8.4,3.6,48.7
601700,38.3,2.5,4.1,5.9,49.2
601801,40.9,1,5.8,4.7,47.5
601802,43,1.3,5.1,1.6,49
601900,46.5,2.4,8.5,3.7,39
602002,39.2,4.2,8.6,2,46
602003,46,3.8,4.4,6.1,39.7
602004,37.7,5.6,7.7,4.9,44
602103,33.6,3.7,7,9.5,46.2
602104,28.4,8.5,11,5.6,46.5
602105,34.9,4.9,7.6,8.1,44.5
602106,37.6,4.1,7.1,4.6,46.6
602200,36.9,3.3,8.7,3,48
602301,49.1,4.8,7.8,2.7,35.6
602302,61.5,6.6,10.2,1.3,20.4
602402,52.6,5.7,7.8,0.6,33.2
602403,42.6,4.9,11.1,4.3,37.1
602404,38.9,3.5,9.6,1.8,46.2
602504,29.8,3.4,10.3,2.8,53.7
602505,27.3,0.6,12.6,4.2,55.3
602506,31.4,5,8.1,3.2,52.3
602507,32.5,2.2,17.3,1.5,46.5
602508,33.6,3.4,9.5,3.5,50
602509,37.9,2.4,7.6,2.9,49.2
602600,37.1,7.3,13.1,3.6,39
602700,35.6,5,9.9,2.6,46.9
602801,36.2,2.6,7.1,3.8,50.3
602802,38.6,8.2,9,3.6,40.6
602900,46,4.5,7.8,2.8,38.9
603001,44.5,5.8,9.8,3.1,36.9
603004,45.6,10.1,11.3,2.5,30.5
603005,40.6,3.4,10,4,42
603006,41.2,6.9,11.9,2.1,38
603101,41.8,6.9,9.9,2.7,38.5
603102,44.2,9.4,8,3.9,34.5
603200,48.7,7.6,12.3,3.1,28.4
603301,50.2,8.3,6.7,0.6,34.3
603302,45.5,6.7,9.4,3.7,34.7
603400,49.2,5.6,6,3.1,36.1
603500,46.9,6.7,9.4,2.3,34.6
603600,51.5,3.5,8.1,1.4,35.5
603702,41.6,8,10.8,2.8,36.8
603703,50.3,5.6,7.2,0.5,36.5
603704,32.4,2.8,11,1.8,51.9
603801,36.7,4.2,9.9,3.4,45.8
603802,43.8,2,10.7,2.4,41.1
603900,40.8,3.7,12.9,1.3,41.4
604001,48.1,3.8,10.1,2,36.1
604002,41.5,4.2,10.7,1.5,42.1
604100,49.8,3.3,6.9,1.2,38.9
609900,35.2,7.9,16.5,2.3,38.1
620001,46.6,4,10.1,1.6,37.7
620002,44.8,6,13.6,1.6,34
620101,58.1,2.5,10.2,2.5,26.7
620102,43.7,2.7,13.4,1.3,38.7
620201,28.8,2.2,12.6,0.8,55.6
620301,63.8,3.5,5.7,1,25.9
620303,65.5,2.9,7.7,0.6,23.4
620305,56.6,2.9,7.2,0.8,32.4
620400,55.7,6,9.3,0.5,28.5
620501,57.8,2.4,5.9,2.3,31.6
620521,48.1,2.8,8.4,1.5,39.3
620522,46.9,3,12.6,0.2,37.3
620601,53.7,4.4,12.3,2.4,27.1
620602,55.5,5.4,11.3,1.8,26.1
620701,52.1,2.2,8.9,1.5,35.2
620702,56.6,4.4,11.3,3.7,24
620800,61.6,4.2,7.4,0.6,26.3
620901,62.9,3.7,6.5,1.5,25.4
620904,53.3,2.6,11.8,1.7,30.6
621001,54,6.2,7.2,4.2,28.4
621002,50.5,2.5,15,1.9,30.1
621004,36.4,5.6,11.9,0,46.1
621102,60.5,4.4,7.2,1.1,26.8
621104,35.2,1.9,13.4,0.5,49.1
621201,48.7,3.8,13,2.1,32.4
621204,34.9,6.3,18.8,1.5,38.6
621301,54.1,2.4,12.2,1.7,29.6
621324,50.1,3.4,16.7,0.3,29.5
621326,42.8,3.2,15.8,2.1,36
621400,50.1,4.4,9.3,2.3,33.9
650001,53.3,3.5,6.8,1.1,35.3
650003,45.2,5.5,10.9,0.7,37.7
650004,44.2,3.9,8.8,1.3,41.7
650101,61.4,8.4,4.2,0,26
650102,55.6,1.4,7.7,2.1,33.2
650200,52.1,4.6,7.5,2.3,33.5
650300,46,6.8,12.6,0.4,34.2
650401,55.1,6.2,6.9,0.5,31.2
650501,59.3,6.3,7.8,2.1,24.5
650502,57.7,5.9,6.8,1.3,28.3
650602,48.2,6.4,9.5,2.7,33.3
650603,56.7,9,4.7,0.8,28.8
650604,41,9.2,8.4,0.9,40.4
650605,56.1,4.7,5.9,2,31.3
650701,62.9,8.7,5.5,1.8,21.1
650702,60,4.4,6.2,0.2,29.3
650800,55.6,4.9,12.7,3.2,23.7
650901,41.7,6,12.7,3.3,36.3
650902,52.8,5.3,7.8,1.3,32.7
651001,54.4,5.6,7.6,1,31.3
651002,51.4,5.3,9.7,0,33.5
651101,61.4,9.6,5.5,0.1,23.4
651102,51.9,9.6,13.8,1.2,23.5
651201,60.4,5.4,9.4,1.2,23.6
651221,49.8,5.4,8.4,2.9,33.5
651222,51.8,3.5,8.7,3.5,32.5
651302,55.4,9.2,7.7,3.5,24.2
651304,59.4,4.5,12,0.4,23.7
651401,57.7,9.5,10.7,1.1,21
651402,62.3,4.9,5.5,1.6,25.7
670001,43.8,6.5,11.5,1.3,37
670002,41.7,6.6,14.7,1.7,35.2
670003,51.1,5.8,11.9,2,29.2
670100,42.8,3.5,15.9,0.8,37
670201,62.3,7.2,7.7,1.2,21.6
670202,68.4,4.7,6.2,1.8,18.9
670324,70.5,5.9,2.9,0,20.7
670326,69.3,6.2,6,0,18.5
670328,64.1,4.2,5.3,0.6,25.8
670403,63.3,6.4,6.6,0,23.8
670405,64.3,12.3,6.1,0,17.2
670406,70,8.1,4.8,0.7,16.4
670407,66.2,7.2,6.9,0.7,19
670411,61.7,7.5,7,1,22.8
670413,68.7,6.4,5.8,0.7,18.4
670416,61.6,4,10.4,0,23.9
670500,62.7,9.5,5.3,1.8,20.7
670602,60.6,7.7,7.2,0,24.5
670701,60.8,6.1,10.9,1.5,20.6
670702,70.2,4.9,8,1.6,15.3
700101,26.8,12.2,8.6,1.4,51
700102,27.6,6,10.1,1.6,54.7
700200,20.6,3.1,9.6,1.7,65
700300,19.1,3.2,10.5,0.2,66.9
700400,31.1,3.3,8.3,1.2,56.1
700501,26.7,3.5,8.9,0.3,60.7
700502,19.5,3.5,10.5,2.2,64.4
700600,57.1,7.7,9.5,1.1,24.5
700700,59.8,5.7,3.7,0,30.7
700801,53.5,14.4,5.3,0.5,26.2
700802,40.2,7,13,3.4,36.3
700901,54,6.4,6.1,1.1,32.4
700902,43.4,5.1,9.8,3.8,37.9
701000,52,4.7,11.7,2.6,29.1
701100,13.8,4.5,22.1,10.1,49.5
701201,61.9,5.2,7.5,1,24.4
701202,38.4,4.5,19.8,0.6,36.7
701302,30.3,2.2,11.7,3.3,52.5
701304,46.9,5,14,1.2,32.9
701402,24.8,3.9,12.6,1.9,56.7
701501,46.2,3.2,14,2,34.5
701502,27.2,6.7,10.9,2,53.1
701601,55.3,3.6,7.7,1.8,31.6
701602,37.2,6.9,15.6,0.9,39.4
701701,35.7,5.3,12.1,5.5,41.4
701702,28.8,6,11.7,2.5,51
701801,31.4,5.9,11.3,1.7,49.7
701802,29.2,2.8,11.6,3.3,53.1
701902,23.9,2.6,19.8,2.1,51.5
702002,32.7,4.3,10.7,0.6,51.6
702102,30.7,2.3,17.5,1.1,48.5
702201,40.2,3.6,10.2,0.9,45
702202,50.7,3.5,10,0.6,35.2
702300,40.6,6.6,13.3,1.3,38.2
702400,46.2,3.8,9.8,1.4,38.8
702501,47,4.7,9.1,0.6,38.5
702502,36,6.2,18.2,0,39.6
702600,55.3,5.7,7.4,1,30.6
702700,60.1,5.8,9.6,0,24.6
702801,46,6.2,9.6,0.3,37.9
702802,49,5.1,6.8,0.7,38.5
702803,36.7,6.5,10.8,1.3,44.7
702901,26.9,3.8,19.1,4.3,45.9
703001,46.9,4.6,10.1,0.8,37.5
703002,43.5,9.5,13.1,1.9,32
703100,39.6,6.2,16.5,1.3,36.3
703200,41.1,6.2,10.2,2.3,40.1
800101,57.5,3.7,8.4,2.2,28.2
800102,54.7,3.7,12.6,1.5,27.5
800202,59.6,4.6,10.9,1.7,23.2
800203,55.8,4.4,12.3,3.1,24.4
800204,63.5,3.2,9.3,2.5,21.5
800324,64.5,1.6,8.8,0.5,24.7
800325,55.8,9.7,13.1,2.1,19.3
800326,63.8,5.6,5.8,0.9,23.8
800327,43.2,3.1,12.5,1.3,39.9
800328,38.4,5.4,9.1,1.2,45.9
800329,51.1,3.3,12.4,3.4,29.7
800330,63,2.5,9.1,0.8,24.5
800331,66.7,5.2,7.5,0,20.6
800332,59.4,4.5,7.7,1.6,26.8
800406,49.1,4.4,13.1,1.3,32.1
800408,53.2,5.5,14.4,1.4,25.5
800410,22.2,1.2,2.3,0.3,74
800504,41.7,7.3,15.6,2.6,32.8
800506,55.3,6.4,13,2.2,23.2
900102,35.5,9.1,7,0.7,47.7
900103,38.7,4.6,7.1,1.4,48.1
900104,52.4,5.3,7.9,1.8,32.6
900201,48.3,7.6,11.5,3.6,29.1
900300,46.3,1.9,3.4,1,47.4
900501,43.2,5,8.1,2.3,41.4
900504,48.8,1.4,5.9,1.7,42.2
900505,41.6,2.9,11.8,3.5,40.2
900506,38,3.9,8.2,2.6,47.2
900507,40.1,6.4,4.5,2.7,46.2
900508,46.9,6.3,5.1,3.1,38.6
900602,39.8,3.4,8.5,1,47.2
900605,44.7,3.8,7.9,1.6,41.9
900606,27.1,1.5,13.3,3.4,54.7
900607,27.1,3.9,9.5,1.8,57.8
900608,35.5,4.2,5.3,1.2,53.8
900609,39.6,3.1,7.3,2.7,47.2
900701,44.2,7.9,11.1,0.3,36.5
900703,28.2,7.4,12.3,3.7,48.4
900704,24.5,2.2,13.3,3.5,56.6
900705,47.3,5.3,12.5,2.7,32.3
900803,42.6,4.9,5.8,1.1,45.7
900804,35,6.1,6.7,1.8,50.4
900805,43.7,6.2,10.2,2.4,37.5
900806,24.8,7.8,10.6,4.3,52.6
900900,57.3,6.1,10.4,0.5,25.7
901003,18.7,1.8,13.5,5.9,60.2
901004,51.2,5,7.1,2.4,34.2
901007,56.9,6.1,5.4,1,30.6
901008,47.7,3.5,9.3,1.8,37.6
901009,50.4,4.2,7.4,2,35.9
901010,42.6,5.2,8.4,1.1,42.6
901011,46.8,7.3,9,2,35
901101,51.8,4.6,5.7,1.1,36.9
901102,48.5,2.8,8.6,0.7,39.4
901205,47.8,5.5,11.2,2.4,33.2
901209,56.7,3.2,12.6,0,27.5
901210,52.8,5.7,9.7,3.6,28.1
901213,58.9,4.5,9.4,0.2,26.9
910001,44.8,2.9,10,1.1,41.2
910002,43.7,4.1,5.8,2.6,43.8
910101,42.8,1.4,9.6,1.3,45
910201,46,11.2,9.8,1.9,31.1
910202,56.4,4,6.9,1.8,30.9
910205,64.3,4.6,9.6,1.7,19.8
910206,56.6,4.7,6.1,1.9,30.8
910207,51.5,3.8,10,3.2,31.6
910208,52.4,4.2,7.4,0.3,35.8
910209,55.2,2.5,5.5,4.2,32.6
910210,59.2,2.6,9,1.1,28.1
910301,58.1,6.4,7.1,0.2,28.2
910302,54.4,5.8,9.9,0.7,29.2
910401,49.8,3,12.8,3.4,31
910402,40.1,2.5,6.1,3.8,47.5
910403,33.9,2.7,11.8,1.9,49.6
910404,42,4,5.7,2.7,45.6
910501,27.3,5.6,13.9,7.9,45.3
910502,31.8,6,12.5,2.5,47.3
910504,45.9,2.1,5,2,44.9
910505,50.1,3.9,8.3,1.4,36.3
910601,39.9,5.9,6.8,3.2,44.3
910602,35.9,7.3,10.4,3.2,43.2
910603,44.2,3.3,9.8,1.8,40.9
910605,44.3,5.5,9.2,2.2,38.8
910606,45.6,2.5,7.1,3.5,41.3
910705,45.8,3.6,8.1,3,39.5
910706,48.4,5.5,6.1,1.9,38.1
910707,33.5,4.3,11.4,5.8,45
910709,45,3,12.8,1.8,37.3
910711,45.9,5.6,10.9,2.2,35.3
910712,44,5.6,7.4,1.3,41.8
910713,53.4,4.8,7.6,3.2,31
910714,40.8,3.7,9.3,3.1,43.2
910715,38.3,4.1,10,2.8,44.7
910716,43.9,6.2,7.7,3,39.2
910804,58.7,5.4,5.4,0,30.5
910805,52.7,4.6,11.6,0.6,30.5
910807,56.9,4.7,6.7,2.8,28.8
910808,57.1,4.7,7.7,2.2,28.4
910809,63,4.2,10,0.4,22.4
910810,58.4,3.9,6.2,1,30.5
910811,57.6,0,6,0,36.4
910812,57,12.9,12.9,5.3,11.8
910813,67.3,3.5,7.8,0.9,20.5
911001,48.3,10.9,12.2,2.8,25.7
920011,22.6,0,12.2,13.7,51.5
920012,46.1,3.8,14.8,5.5,29.8
920013,53.3,5.8,13.6,0.6,26.7
920015,62.2,2.4,6.4,0.7,28.4
920016,60.5,2,7.3,0.3,30.1
920017,51.8,5.2,9.2,3.2,30.6
920018,54.9,6.5,10,1,27.6
920020,53.5,3.7,9.5,0,33.3
920023,38.7,5.1,10.1,4.2,41.9
920026,42.9,1.9,12.9,1.4,40.9
920028,59.2,2.8,8.6,1.5,27.9
920029,51.2,2.4,9.5,1.7,35.2
920030,46.2,2.4,9,1.6,40.7
920031,46.6,13.8,13.1,0.7,25.8
920032,56.7,3.3,3.8,0.7,35.4
920033,32.4,5.2,10.3,3.6,48.5
920034,48.7,6,9.2,1.6,34.6
920035,46.6,4.1,5.8,0.4,43.1
920036,46.5,2.7,7.2,0.9,42.6
920037,32,3.6,17.4,2.9,44
920038,35.1,3.9,11.6,2,47.4
920039,58.6,2.8,5.9,1,31.8
920040,57.9,3.6,9.8,0,28.8
920041,46.1,3.3,12.5,3.3,34.8
920042,38.6,5.1,19.3,1.9,35
920043,67.9,2.6,6.9,1.5,21.1
920044,56.8,3.4,9.6,0.7,29.6
920045,59.4,2.6,6.8,0.7,30.5
920102,48.7,4.2,11,4.9,31.2
920104,57.3,5,5.8,0.6,31.2
920106,44.3,2.3,12.6,1.6,39.2
920107,67.4,1,6.3,1.6,23.7
920108,68.2,1.1,7.1,0.6,23
920109,61.5,5.2,10.6,1.2,21.5
920110,54.3,1.8,7.5,3.1,33.3
920111,62.8,2.3,7.8,0.5,26.6
920112,59.7,4.7,8.5,0.5,26.6
920114,52.2,1.2,10.3,3.3,33.1
920115,60.7,4.8,7.3,2,25.2
920116,57.2,4.9,9.5,3.2,25.2
920118,56.9,3.7,9.2,0.6,29.7
920119,66.4,1.5,7.3,0,24.8
920200,11.3,0.3,8.4,3.8,76.2
920303,46.2,2.5,14.6,0.3,36.4
920312,43.9,7.6,14.5,1.7,32.3
920313,53.8,5.3,12.3,1,27.6
920314,56.4,3.7,4.9,2.9,32.1
920322,53.3,8.2,5.7,0.6,32.2
920326,51.5,3.9,13.3,4.6,26.8
920328,50.1,2.6,8.3,1.4,37.5
920329,51.2,1.7,12,3,32.1
920330,52.8,4.1,14.7,2,26.4
920331,50.1,8,12.6,2.4,26.8
920332,30.9,4.5,6.2,1.2,57.1
920334,50.5,7.3,6.2,1,35
920336,45,2.1,6.4,3.6,42.9
920337,39,1.6,9.3,1.2,48.8
920338,59,6.5,8.5,0.5,25.5
920339,55.6,3.3,4.8,1.7,34.7
930101,62.3,0,7.5,0,30.2
930200,48,1.1,9,5.7,36.2
930301,36.5,3.3,12.2,1.8,46.4
980001,-,-,-,-,-
980002,-,-,-,-,-
980003,-,-,-,-,-
980004,-,-,-,-,-
980005,-,-,-,-,-
980006,-,-,-,-,-
980007,-,-,-,-,-
980008,50,0,22.9,0,27.1
980009,0,0,0,0,100
980010,32.2,9.9,18.2,0,39.7
980013,-,-,-,-,-
980014,-,-,-,-,-
980015,9.8,5.5,17.9,9.8,57
980018,-,-,-,-,-
980019,61.7,0,15,3.8,19.5
980020,-,-,-,-,-
980021,66.7,0,0,0,33.3
980022,-,-,-,-,-
980023,-,-,-,-,-
980024,66.5,4.9,5.4,0,23.2
980025,-,-,-,-,-
980026,41,0,0,0,59
980028,-,-,-,-,-
980030,-,-,-,-,-
980031,24.6,2.4,21.3,12.8,38.9
980033,0,0,0,0,100
990100,-,-,-,-,-
990200,-,-,-,-,-
990300,-,-,-,-,-
